object_id,sector,provider_name,timespan_begin,timespan_end,dc_type,dc_subject,metadata_format,view_fields,digitized
236IZ6IZ2QD2HRKJWEFJ2RNQXAILBQQ5,Archive,Zentralarchiv für deutsche und internationale Kunstmarktforschung,1949.0,1981.0,"[""Archivale""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Archivalientyp""]",False
236MDWOO75ORCPAEJ6IPJN7YBOUEWMT2,Library,Bayerische Staatsbibliothek,1830.0,1830.0,"[""text""]",[],MARC 21,"[""Weitere Titel"", ""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Erschienen in"", ""URN"", ""Standort""]",True
236RDJWWKFECEP7HS2W37RNBWKITZXMD,Archive,Saarländisches Landesarchiv,1900.0,1908.0,"[""Archivale""]","[""Dudweiler"", ""Gerwert, Wilhelm /Bäckermeister""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Indexbegriffe Ort"", ""Digitalisat im Angebot des Archivs""]",True
236XHHDYLKUR2IAW7LLR6NMSBUTDW2S4,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1802.0,1802.0,"[""Dokument""]","[""Reichardt, Johann August"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
236Z3IAXBVXYTTE5J5QK63AA2ED7FXQN,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1911.0,1913.0,"[""Druckgraphik""]","[""Prosa"", ""Biographie"", ""Cellini, Giovanni"", ""Benvenuto Cellini (Figur in Goethes Benvenuto Cellini)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
236Z7FIENDOTCCK3DHDYVCWH7OYZQHQJ,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,,,"[""Gemälde""]","[""Malerei"", ""Brustbild"", ""Tronie""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
237ACQ5HG7IA6ZO3QPH3NUY6PMS537T7,Archive,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Handschriftenabteilung,1899.0,1899.0,"[""Handschrift (Manuskript)""]","[""Mutter"", ""Tochter"", ""Drama"", ""\""Mutter und Tochter\"" (Hugo von Hofmannsthal)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Standort"", ""Inventarnummer"", ""Förderung"", ""Sammlung""]",True
237SVPX6YMM2GO4C3UABQSDAXM5CVGMA,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1818.0,1818.0,"[""Dokument""]","[""Kurowski-Eichen, Karl Anton Bernhard Friedrich von"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
237T7WC6ET4J33S7KTAQ2N7QY2STWFG3,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1809.0,1809.0,"[""Zeichnung""]","[""Porträt"", ""Mann"", ""Kopf"", ""Schulterstück"", ""Personendarstellung (Kunst)"", ""Dreiviertelansicht"", ""Johann Wolfgang von Goethe""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
237VEQ5IUG4OSJKCURBF6E6LJRCVZEZH,Library,Deutsche Nationalbibliothek,1992.0,1992.0,"[""text""]","[""Frau"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
237WXXQNX6NOUY2AZO4QP5MHHYTPMN4K,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1778.0,1781.0,"[""Zeichnung""]","[""Gebirge"", ""Staffage"", ""Topografie"", ""Landschaftsbild"", ""Grimselpass""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wo)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23AQIKM7RPGRAGWGTTW74MO5CIDDNJLC,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1799.0,1799.0,"[""Dokument""]","[""Meyer, Johann Heinrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23BEDUWCZOSET3BZRC34RD5GHNKPQHJX,Library,Bayerische Staatsbibliothek,1828.0,1828.0,"[""text""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Erschienen in"", ""URN"", ""Standort""]",True
23BFFGBEANQ6G7UO6GW4MTCSOMEFRDSS,Museum,Deutsche Fotothek,,,"[""Fotografie""]","[""Szenenbild"", ""Schauspielszene"", ""Berlin"", ""Goethe, Johann Wolfgang von"", ""Reichert, Franz"", ""Süssenguth, Walther"", ""Theater am Schiffbauerdamm Berlin""]",LIDO,"[""AlternativTitel"", ""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wer)"", ""Bezug (was)"", ""Bezug (wer)"", ""Bezug (wo)"", ""Klassifikation"", ""Weitere Nummer(n)""]",True
23BGO7MSCPCNWGTLHUVEFICMAZKIGA5R,Archive,Landesarchiv Baden-Württemberg,,,"[""Archivale""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Umfang"", ""Archivalientyp""]",False
23BPOSDKSD4MN2FRSBG5HW24TW4SH3S4,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1818.0,1818.0,"[""Dokument""]","[""Primavesi, Johann Georg"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23BQBL5XIJDILSIOCI2DEL7IPP5EKHSX,Archive,Staatsarchiv Amberg,1524.0,1524.0,"[""Urkunden""]","[""Steinling, Landsassengut"", ""Sinnleithen"", ""Weißenberg, Hof"", ""Weigand, Bischof von Bamberg"", ""Steinlinger, Hernand, Sinnleithen""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Formalbeschreibung"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Indexbegriffe Ort""]",False
23BRZXUMVLDU66OWZXDB5TW67GXZJPRK,Archive,Helene-Lange-Archiv,1924.0,1924.0,[],[],EAD,"[""Archivaliensignatur"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Sprache der Unterlagen"", ""Digitalisat im Angebot des Archivs"", ""Bestand""]",True
23BVIXI45NZVKAKYT2LFZEHLLLLE36WT,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,,,"[""Fotomechanische Reproduktion""]","[""Faust. Eine Tragödie, zweiter Teil"", ""Drama""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23BWZJXFRWIAZ65MQXYT45E6HRIKVWEC,Library,Deutsche Nationalbibliothek,2021.0,2021.0,[],"[""Arbeitsmarkt"", ""Regionaler Arbeitsmarkt"", "":z Geschichte 2021- 2026"", ""Wirtschaft"", ""Hochtaunuskreis"", ""Hessen"", ""Hessen""]",MARC 21,"[""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""Klassifikation"", ""URN"", ""Standort""]",True
23BXZVCVZ7WONATGWXXK6JHYJ4UZSQ2M,Archive,"Akademie der Künste, Archiv",1971.0,1972.0,"[""Akte""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Provenienz"", ""Archivalientyp""]",False
23BYEL4QEO5BO3GTURFHKHRXA6K5N43F,Library,Deutsche Nationalbibliothek,2017.0,2017.0,[],"[""Biowissenschaften, Biologie""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Klassifikation"", ""URN"", ""Standort""]",True
23C3YUD4YGFV5MVZCPVLGSCXMSMUXZFR,Media library,Montanhistorisches Dokumentationszentrum,,,"[""Häckel""]","[""Tradition"", ""Parade"", ""Paradeuniform"", ""Paradetracht"", ""Häckel"", ""Steigerstock"", ""Clausthal-Zellerfeld"", ""Dennert, Herbert""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Bezug (was)"", ""Bezug (wer)"", ""Bezug (wo)"", ""Bezug (wann)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23C75LFGMZBAQINAAICYQ2XHMFWGPNYE,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1818.0,1818.0,"[""Dokument""]","[""Goethe, August von"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23CCVVQNAKEUPAT4AIQ6GOP6LZUQGHX3,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1822.0,1822.0,"[""Dokument""]","[""Peucer, Heinrich Karl Friedrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23CJDUZYKZVGJ77SGPXBNC6UGIYNBCJM,Library,Deutsche Nationalbibliothek,,,[],"[""Erziehung, Schul- und Bildungswesen"", ""Deutsche Literatur""]",MARC 21,"[""Urheber"", ""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23CKZCM5RRSUWIXRFTLXZVQPH2GSDGRY,Archive,Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,,,[],[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Provenienz"", ""Archivalientyp""]",False
23CLGYDSFKDIAYJFDEHGXV2GH67FOUTY,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1770.0,1770.0,"[""Gemälde""]","[""Porträt"", ""Malerei"", ""Kniestück"", ""Replik"", ""Jagdschloss „Zum Baum“ (Bückeburg)"", ""Marie Barbara Eleonore von Schaumburg-Lippe"", ""Wilhelm Friedrich Ernst zu Schaumburg-Lippe""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Bezug (wo)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23CMJ3H57EYOZIKGSSO3SQMCSLL3DKPI,Archive,Deutsches Exilarchiv,,,"[""Archivale""]","[""Stein, Carl"", ""Olden, Rudolf""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Umfang"", ""Archivalientyp"", ""Sprache der Unterlagen"", ""Sonstige Erschließungsangaben"", ""Indexbegriffe Person/Institution""]",False
23COIS4BSRSNDLN6QD75AEI6XA4JKF5J,Library,Bayerische Staatsbibliothek,1878.0,1878.0,"[""notated music""]",[],MARC 21,"[""Weitere Titel"", ""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Erschienen in"", ""URN"", ""Standort""]",True
23D6H6TICPNN22DNRDBI3EHA75RHRGWX,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1863.0,1863.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""URN"", ""Standort""]",True
23DBK35ECDVUXMYGG4QBK72I5SXBXSYT,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1740.0,1740.0,"[""Zeichnung""]","[""Blume"", ""Pflanzendarstellung"", ""Naturdarstellung""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23DMWPEKKVL6KYAZAJ54PRADZYTK2U3N,Library,Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek,1922.0,1922.0,"[""Aufsatz""]",[],METS,"[""Urheber"", ""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Umfang"", ""DOI"", ""Förderung""]",True
23DQ743QFNXXLX34LFX45XO3LQ6PNGAM,Library,Deutsche Nationalbibliothek,1980.0,1980.0,[],"[""Romantik"", ""Goethezeit"", ""Goethe, Johann Wolfgang von"", ""Brentano, Clemens"", ""Romantik"", ""Goethe, Johann Wolfgang von"", ""Brentano, Clemens""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
23DRD73WLMY25EOA4ORTRGUVKKHNYKV4,Archive,Landesarchiv Berlin,1705.0,1705.0,[],"[""Schloßstraße 2 (Charlottenburg)""]",EAD,"[""Archivaliensignatur"", ""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Sonstige Erschließungsangaben"", ""Indexbegriffe Ort""]",False
23DWW5CYE5R54NQ2SJC23KERFXN64KYN,Library,Herzogin Anna Amalia Bibliothek,1813.0,1813.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23DZH3RUKFREV7JQBOFYZFEKRDSLFMYG,Library,Bayerische Staatsbibliothek,1893.0,1893.0,"[""Hochschulschrift""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""URN"", ""Standort""]",True
23EEJCNYBMPZLVYBWF6QJFAFDG4RKBOL,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1804.0,1804.0,"[""Dokument""]","[""Voigt, Christian Gottlob"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23EY63DUOLCIC4DKK3LUO4QBVTQI7CMA,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1924.0,1926.0,"[""Zeichnung""]","[""Faust. Eine Tragödie, zweiter Teil"", ""Zeichnung (Kunst)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23FCFLQVIBBXF2M7IGHW4VMCOQBWYWWL,Library,Deutsche Nationalbibliothek,2018.0,2018.0,"[""Aufsatzsammlung""]","[""Kafka, Franz"", ""Goethe, Johann Wolfgang von"", ""Frisch, Max""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
23FX6MMEO34EUMD4Q2W36CQXUOH7BI57,Library,Deutsche Nationalbibliothek,2024.0,2024.0,[],[],MARC 21,"[""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Erschienen in"", ""URN"", ""Standort""]",True
23GGVMAV6GA23GG5RAN5OGPCYRCIQQTG,Media library,Ibero-Amerikanisches Institut - Stiftung Preußischer Kulturbesitz,1908.0,1908.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23GIICBFOOWETTUTPGEET2O2NE7Z7OMF,Library,Herzogin Anna Amalia Bibliothek,1822.0,1822.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23HAYVSFXFEV2ICAFX54SM4YK2CQIFWE,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1898.0,1898.0,"[""Zeichnung""]","[""Porträt"", ""Figürliche Darstellung"", ""Historie"", ""Literarische Darstellung"", ""Personendarstellung (Kunst)"", ""Familienporträt"", ""Goethehaus (Frankfurt)"", ""Catharina Elisabeth Goethe"", ""Cornelia Schlosser"", ""Johann Caspar Goethe"", ""Johann Wolfgang von Goethe""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Bezug (wo)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23HUWGNBVQM7EXPVB3OZZRKZFETNWVIC,Library,Deutsche Nationalbibliothek,2023.0,2023.0,[],"[""Geschichtswissenschaft"", ""Studienordnung"", ""Philosophie"", ""Bachelor"", ""Recht"", ""Frankfurt am Main"", ""Goethe-Universität Frankfurt am Main""]",MARC 21,"[""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Schlagwort"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23ICTJS2IE7IS4K3XI73SAC475O5AVTT,Library,Deutsche Nationalbibliothek,2015.0,,"[""Hochschulschrift""]","[""Psychisches Trauma"", ""Goethe, Johann Wolfgang von"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
23ITC3GRZD53YVNVKUSBKFIBBTXS63LC,Museum,SLUB Dresden. Musik und AV-Medien,1925.0,1935.0,"[""Schellackplatte""]","[""Oper""]",LIDO,"[""AlternativTitel"", ""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Bezug (was)"", ""Klassifikation"", ""Standort"", ""Inventarnummer"", ""Weitere Nummer(n)""]",True
23IUIKB64UDL73QV62E6FTIUY3IJJ53P,Library,Deutsche Nationalbibliothek,2018.0,2018.0,[],"[""Geschichtswissenschaft"", ""Nebenfach"", ""Geschichte""]",MARC 21,"[""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Schlagwort"", ""Klassifikation"", ""URN"", ""Standort""]",True
23JHGEPIUWINNYVOCSPVOXHXJ3FGIOWX,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1802.0,1802.0,"[""Dokument""]","[""Meyer, Johann Heinrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23JY5ZV2D7PAJYKK3BLMGYJ3UB7ORIAA,Archive,Staatsarchiv Amberg,1694.0,1694.0,"[""Urkunden""]","[""Wappersdorf, Zehnt"", ""Wolfstein, Christian Albrecht Graf von, Obersulzbürg und Pyrbaum"", ""Mayer, Leonhard, Wangen""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Formalbeschreibung"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Indexbegriffe Ort""]",False
23JZLRMD7SXYYZIGZSMDSDKIKW2V4YGN,Library,Deutsche Nationalbibliothek,,,[],"[""Erziehung, Schul- und Bildungswesen"", ""Mathematik""]",MARC 21,"[""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23K7YSXPVKTTOCNIRKRYHYEQ7NFYX5ER,Archive,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Handschriftenabteilung,1843.0,1843.0,"[""Brief""]","[""Denkmal (Gedenken)"", ""Erinnerungskultur"", ""Goethedenkmal (Frankfurt am Main)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wo)"", ""Standort"", ""Inventarnummer"", ""Förderung"", ""Sammlung""]",True
23KGLW7OXSFMNYM5SB3P47EQ433HUR4P,Library,Deutsche Nationalbibliothek,,,"[""Aufsatzsammlung""]",[],MARC 21,"[""Urheber"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Standort""]",False
23KL4AXPXQZYSO63NJNG2P6L6WONNZDD,Library,ZBW - Deutsche Zentralbibliothek für Wirtschaftswissenschaften - Leibniz-Informationszentrum Wirtschaft,2013.0,2013.0,"[""Arbeitspapier""]","[""Wirtschaft"", ""Auctions"", ""Portfolio Choice; Investment Decisions"", ""Cultural Economics: Economics of the Arts and Literature"", ""Art investing"", ""Selection bias"", ""Portfolio allocation""]",Dublin Core,"[""Objektbezeichnung"", ""Objektbeschreibung"", ""Klassifikation"", ""Thema"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Erschienen in"", ""Sprache"", ""URN"", ""Handle""]",True
23KTCF35F7KZRZRTMVR7QAEAOWDRDBYB,Library,Deutsche Nationalbibliothek,,,[],"[""Erziehung, Schul- und Bildungswesen"", ""Mathematik""]",MARC 21,"[""Urheber"", ""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23L5V7NBTVPJSJAD7FH56T4WYM5O26EY,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1822.0,1822.0,"[""Dokument""]","[""Goethe, August von (1789-1830)"", ""Goethe, Johann Wolfgang von (1749-1832)""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23L7O7HWLLXUN7472NSR6T4BDGYRECQ3,Library,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,1818.0,1832.0,"[""Druck""]","[""Porträt einer historischen Person (Fust, Johann) (allein)"", ""Fust, Johann""]",LIDO,"[""Objekt Bezeichnung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Bezug (was)"", ""Bezug (wer)"", ""Klassifikation"", ""Standort"", ""Inventarnummer""]",True
23LHHEAOKLVDREN4M55PSGYAOX6DQDMU,Library,Deutsche Nationalbibliothek,2020.0,2020.0,"[""Briefsammlung""]","[""Winckelmann, Johann Joachim""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
23LTNEVYRLZOMANFNLOE34O2UVTQGHVV,Library,Deutsche Nationalbibliothek,1923.0,,[],[],MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""Standort""]",False
23LZJ7SRVBNAQZ7MUT7TQSAUJXDG2N66,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1800.0,1800.0,"[""Dokument""]","[""Bury, Friedrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
